epoch,lr-AdamW,step,train/dice_background,train/dice_jaw,train/dice_lips,train/dice_mean,train/dice_tongue,train/loss,val/dice_background,val/dice_jaw,val/dice_lips,val/dice_mean,val/dice_tongue,val/iou_background,val/iou_jaw,val/iou_lips,val/iou_mean,val/iou_tongue,val/loss
57,,811,,,,,,,0.9724026322364807,0.9205170273780823,0.4074490964412689,0.8075103759765625,0.9296727776527405,0.9463469386100769,0.8530328869819641,0.2597509026527405,0.732401967048645,0.8704771995544434,0.17604875564575195
,6.262610478227527e-05,812,,,,,,,,,,,,,,,,,
58,,819,0.9950997233390808,0.9297431111335754,0.8916741013526917,0.9496604204177856,0.982124924659729,0.022228199988603592,,,,,,,,,,,
58,,825,,,,,,,0.9730048179626465,0.901801347732544,0.47039273381233215,0.8189026117324829,0.9304116368293762,0.9474706053733826,0.8218504786491394,0.31064513325691223,0.737816572189331,0.8713001608848572,0.15352623164653778
,5.3407516774637546e-05,826,,,,,,,,,,,,,,,,,
59,,829,0.9963471293449402,0.9681265950202942,0.8433359265327454,0.9470644593238831,0.9804483652114868,0.01765848882496357,,,,,,,,,,,
59,,839,0.9946356415748596,0.9536064863204956,0.8033298850059509,0.9298677444458008,0.967898964881897,0.02449023723602295,,,,,,,,,,,
59,,839,,,,,,,0.9710521697998047,0.8660644888877869,0.44409751892089844,0.8014755845069885,0.9246881008148193,0.9437697529792786,0.7663142085075378,0.29147714376449585,0.7159409523010254,0.8622026443481445,0.15801797807216644
,4.478753621261114e-05,840,,,,,,,,,,,,,,,,,
60,,849,0.9953126907348633,0.9651376008987427,0.9160730838775635,0.9649315476417542,0.9832026958465576,0.021695146337151527,,,,,,,,,,,
60,,853,,,,,,,0.9696898460388184,0.90671306848526,0.35321053862571716,0.7851219773292542,0.9108746647834778,0.9412543177604675,0.8298994898796082,0.2221153974533081,0.708797812461853,0.8419219851493835,0.18655943870544434
,3.6819308142795366e-05,854,,,,,,,,,,,,,,,,,
61,,859,0.9944661259651184,0.970348060131073,0.7622027397155762,0.9266772270202637,0.9796919226646423,0.024361953139305115,,,,,,,,,,,
61,,867,,,,,,,0.9712109565734863,0.8895528316497803,0.4870162904262543,0.8141489624977112,0.9088158011436462,0.944113552570343,0.802278459072113,0.3266001045703888,0.7276476621627808,0.8375986218452454,0.15631745755672455
