Frame,MeanLoss,LossType
72,0.007505265418819268,Training
73,0.007691606217473935,Training
74,0.007198766195013854,Training
75,0.007227454999812497,Training
76,0.00692165873852338,Training
77,0.006878571947989156,Training
78,0.0068946141813604435,Training
79,0.006924317402613489,Training
80,0.006885292640657332,Training
81,0.00650804587663566,Training
82,0.006504624628796036,Training
83,0.006600116711327896,Training
84,0.006486118786243139,Training
85,0.006276727559248758,Training
86,0.00638945822535277,Training
87,0.006153680422964196,Training
88,0.0061826862252030625,Training
89,0.006230519686377685,Training
90,0.0060986458648555454,Training
91,0.005858133192726295,Training
92,0.005954430677629439,Training
93,0.005816227218797359,Training
94,0.005796731793873827,Training
95,0.005751415773155049,Training
96,0.005718969439604242,Training
97,0.00585936406940108,Training
98,0.006797809186675906,Training
99,0.005496392529825123,Training
100,0.0051572013550980665,Training
101,0.005437133789925099,Training
102,0.0052554901311903926,Training
103,0.005524538910021157,Training
104,0.005141112315658072,Training
105,0.00519554243771402,Training
106,0.005164133427479795,Training
107,0.005110707030034418,Training
108,0.005838205392707054,Training
109,0.005489089504019393,Training
110,0.004906488938847172,Training
111,0.0047834747608362415,Training
112,0.004772026805413304,Training
113,0.005010648853022311,Training
114,0.007485516681560995,Training
115,0.00570116647425565,Training
116,0.004733526508404421,Training
117,0.004626495040581104,Training
118,0.004889641176913948,Training
119,0.004628581348445229,Training
120,0.004652727326424437,Training
121,0.004570387833770696,Training
122,0.004587156255551763,Training
123,0.004502918918109938,Training
124,0.004509476579266005,Training
125,0.00439425251439555,Training
126,0.00442401902100223,Training
127,0.0045815695488337265,Training
128,0.004466859715174334,Training
129,0.004364640625257699,Training
130,0.004677377348385381,Training
131,0.0044581516963991385,Training
132,0.004578447497850308,Training
133,0.004300937082460885,Training
134,0.004287711542831975,Training
135,0.004166003967144789,Training
136,0.004312855507153544,Training
137,0.004212895236463871,Training
138,0.004034615022843613,Training
139,0.004292218576975726,Training
140,0.004415502216614802,Training
141,0.0041986600057169815,Training
142,0.004353565474203136,Training
143,0.004032153494622909,Training
144,0.003916827992313368,Training
145,0.003959420733254535,Training
146,0.003921885265993623,Training
147,0.004030128255777971,Training
148,0.003944294704906358,Training
149,0.0037933823348345287,Training
150,0.003999363822813925,Training
151,0.0038519331476824124,Training
152,0.003918439461482314,Training
153,0.003841647466836597,Training
154,0.0038205298566100668,Training
155,0.0035940682433744653,Training
156,0.004012412397231215,Training
157,0.0036883162134315147,Training
158,0.0037676643705500277,Training
159,0.0036660785602853556,Training
160,0.0037752966316234385,Training
161,0.003648405450748152,Training
162,0.0035549815099582115,Training
163,0.0036715685511979515,Training
164,0.0036158270877075047,Training
165,0.003909810176344337,Training
166,0.004502053131733289,Training
167,0.003510342085610781,Training
168,0.0033413153095822544,Training
169,0.0032581207903786906,Training
170,0.0034212326620878418,Training
171,0.0035186411141069564,Training
172,0.0033720327719261645,Training
173,0.0035095680223626224,Training
174,0.0036149700144104393,Training
175,0.0034489446996803616,Training
176,0.0033195272501873245,Training
177,0.0033472129152661177,Training
178,0.0034553433942333643,Training
179,0.0033077791565140524,Training
180,0.0033769300142326808,Training
181,0.0033261202143637925,Training
182,0.0033292049142465696,Training
183,0.0033475030838623263,Training
184,0.003327742810823194,Training
185,0.003233200377984916,Training
186,0.0032204773945617785,Training
187,0.0032656557854139376,Training
188,0.0032932288530306375,Training
189,0.003273960442576112,Training
190,0.0032891063681689896,Training
191,0.003057026981764755,Training
192,0.0031583344461052717,Training
193,0.003122302338613657,Training
194,0.0031318374487047697,Training
195,0.0031000892215517395,Training
196,0.003153125289383252,Training
197,0.003069287149559081,Training
198,0.0030469515686143787,Training
199,0.0031002792397942917,Training
200,0.0030089209509987394,Training
